date,id,text, bot_non_bot
Tue Apr 17 23:31:39 +0000 2018,986386740209303552,"Learn how Green River, Utah, is using art and architecture to bring new life to its community. @JeffreyBrown takes… https://t.co/Pe5gua9JUp",1
Tue Apr 17 23:25:56 +0000 2018,986385298941554688,Prosecutors in the retrial of Bill Cosby said today that they are close to wrapping up their case. What's different… https://t.co/viehq510Bx,1
Tue Apr 17 23:20:00 +0000 2018,986383807904284672,"U.S. and North Korea talking at ""extremely high levels"" ahead of meeting, President Trump says https://t.co/vkKKuDPMEl",1
Tue Apr 17 23:18:08 +0000 2018,986383338830090240,"Foreign victims of domestic and sexual violence are entitled to seek asylum in the United States, according to U.S.… https://t.co/J3ai6s7Ndc",1
Tue Apr 17 23:11:41 +0000 2018,986381716175577088,"Meet @janicejackson, the new boss of Chicago's public school system. @KavithaCardoza introduces us to the CEO of… https://t.co/feMcWUEZXS",1
Tue Apr 17 23:00:02 +0000 2018,986378784063541250,The president's campaign announced Tuesday that Trump will hold a rally on April 28 — the same night as the White H… https://t.co/2XzbGXTLb8,1
Tue Apr 17 22:58:35 +0000 2018,986378418265587712,"Should Fox News viewers have been told that one of its hosts, Sean Hannity, was allegedly a client of Michael Cohen… https://t.co/eRDIti6lfY",1
Tue Apr 17 22:51:30 +0000 2018,986376634784628737,The Supreme Court handed down a ruling today that will make it harder for the Trump administration to deport some i… https://t.co/gCRPKw4RTX,1
Tue Apr 17 22:46:53 +0000 2018,986375474879266816,"RT @NewsHourExtra: “I came here for both—the training &amp; the academics"" says Anna Maria Miller about career and technical education (#CTE) a…",1
Tue Apr 17 22:43:57 +0000 2018,986374737109667840,President Trump formally nominates Gina Haspel to be next CIA director https://t.co/LQBkaCRsBH,1
Tue Apr 17 22:42:13 +0000 2018,986374297500508160,Senate Majority Leader Mitch McConnell thwarted a bipartisan effort to protect special counsel Robert Mueller’s job… https://t.co/2T8rnWMl44,1
Tue Apr 17 22:38:50 +0000 2018,986373447856021504,"""The energy, the enthusiasm and the anger"" are on Democrats' side in this year's midterm elections, @RepCharlieDent… https://t.co/89O6CD0BnL",1
Tue Apr 17 22:38:47 +0000 2018,986373433910022144,RT @Nawazistan: happening now 👇🏾 https://t.co/lOdS9AbQHt,1
Tue Apr 17 22:38:43 +0000 2018,986373418491752451,RT @SaherMKhan: US immigration courts recognize domestic &amp; sexual abuse as a basis for seeking asylum but it could become more difficult fo…,1
Tue Apr 17 22:26:57 +0000 2018,986370454981095424,"Rep. Charlie Dent of Pennsylvania, a leader of an influential caucus of GOP moderates and a critic of President Tru… https://t.co/vQxsMaykQO",1
Tue Apr 17 22:24:26 +0000 2018,986369822572335105,"RT @JudyWoodruff: .@RepCharlieDent as he prepares to give up his seat representing PA in Congress, forecasts GOP chances of keeping majorit…",1
Tue Apr 17 22:20:34 +0000 2018,986368850257047552,"Winners on @waitwait got Carl Kasell's famed voice as the outgoing message on their answering machines.

Kasell, a… https://t.co/dUHuz7YBOM",1
Tue Apr 17 22:16:08 +0000 2018,986367733750288384,RT @LisaDNews: WORTH WATCHING:  @RepCharlieDent tells our NewsHour's @JudyWoodruff why he is leaving now.  (It includes @POTUS.). And how C…,1
Tue Apr 17 22:15:56 +0000 2018,986367684291031046,"RT @JudyWoodruff: ""I tell my colleagues they need to put some distance between themselves and President Trump"" - Republican @RepCharlieDent…",1
Tue Apr 17 22:11:08 +0000 2018,986366474678882304,"WATCH on #Periscope: @JudyWoodruff interviews @RepCharlieDent (R-PA), who announced today that he will resign, leav… https://t.co/samlKGYykL",1
Tue Apr 17 21:20:00 +0000 2018,986353608403836929,"1 passenger dead, 7 injured after Southwest plane apparently blows an engine mid-air https://t.co/aEabkCykVi",1
Tue Apr 17 20:53:22 +0000 2018,986346907143475200,"When can a president use military force? The answer is complicated, reports @LisaDNews. https://t.co/eRPcYEBEA2",1
Tue Apr 17 20:20:00 +0000 2018,986338509299572736,"Starbucks to close more than 8,000 stores for afternoon of racial bias training next month. https://t.co/miHoGJ5Zu3",1
Tue Apr 17 20:04:36 +0000 2018,986334633162919944,"RT @MaryJoBrooks: Tonight watch @JeffreyBrown report on Epicenter, a non-profit rural arts organization that is bringing new vitality to @g…",1
Tue Apr 17 19:40:00 +0000 2018,986328442739347459,Missouri governor could face charges for allegedly using charity donor list for campaign fundraising. https://t.co/uemhdT09mi,1
Tue Apr 17 19:20:00 +0000 2018,986323409230430208,"Ask the Headhunter: When job interviewers ask for your salary history, do this instead (via @nickcorcodilos) https://t.co/TP64Ec3zpe",1
Tue Apr 17 19:00:02 +0000 2018,986318386282905600,"Thirty-eight percent of Americans said they have never heard of Robert Mueller, the former FBI director leading the… https://t.co/yMz6TpjTYI",1
Tue Apr 17 18:40:00 +0000 2018,986313343102156800,Opinion: How the teacher walkouts became the perfect civics lesson for my students. https://t.co/p8j2kL70yk,1
Tue Apr 17 18:20:00 +0000 2018,986308311418097664,"5 important stories you may have overlooked (via @ericarhendry, @Josh_Barrage,  @hgrabenstein + @JessicaVillag)  https://t.co/kCXYS8nZQl",1
Tue Apr 17 18:00:04 +0000 2018,986303292866211840,"IRS payment site fails on tax day, but you still have to pay. https://t.co/bh2fprMIKj",1
Tue Apr 17 17:20:00 +0000 2018,986293210514255872,New Amber Alert law for tribal lands honors slain Navajo girl. https://t.co/sjPCa5EBRh,1
Tue Apr 17 17:00:00 +0000 2018,986288177684955138,"The redesigned https://t.co/H64jnTmSs7, produced in partnership with @upstatement, has been nominated for a… https://t.co/bkfFZ7iemy",1
Tue Apr 17 16:20:00 +0000 2018,986278110722060288,"As protests grow at Philadelphia store, Starbucks to add ‘unconscious bias’ training for employees. https://t.co/mcM3bh1R29",1
Tue Apr 17 16:00:04 +0000 2018,986273094724608000,White House says Russia sanctions still under consideration. https://t.co/tp8qa0OUin,1
Tue Apr 17 15:40:00 +0000 2018,986268044375752704,"FBI support is eroding, but most Americans still back bureau, says new @NewsHour/@NPR/@Marist poll.… https://t.co/egTSRRxxT0",1
Tue Apr 17 15:20:30 +0000 2018,986263139313442822,"RT @NewsHourExtra: Student Gabriella Okparaoko runs track after a full day of Automative Technology classes in Hathorne, MA.

How @Essex_Te…",1
Tue Apr 17 15:20:00 +0000 2018,986263011932258304,Hit reply and tell us your thoughts. https://t.co/qLq2ZPMOSm,1
Tue Apr 17 15:00:00 +0000 2018,986257978352259083,The music of the desert helps the Tuareg people endure. https://t.co/PQSQZCBpST,1
Tue Apr 17 14:40:00 +0000 2018,986252946680709120,"James Comey “isn't an ordinary witness, and I'm sure the Mueller team already knows his story backwards and forward… https://t.co/weBPZaVQfn",1
Tue Apr 17 14:20:00 +0000 2018,986247912710696960,Judge in Bill Cosby trial says prosecutors can tell jury about the comedian admitting giving quaaludes to women for… https://t.co/tX4DNCGV7A,1
Tue Apr 17 14:00:03 +0000 2018,986242890358804480,The latest @NewsHour/@NPR/@marist poll: 65 percent of Americans say Special Counsel Robert Mueller should be allowe… https://t.co/83GDcIpdU4,1
Tue Apr 17 13:40:00 +0000 2018,986237845361844224,Marijuana-based drug gets positive review from FDA. https://t.co/QXIT7LyPfA,1
Tue Apr 17 13:20:00 +0000 2018,986232812616540161,UK: Nerve agent that poisoned spy was in liquid form. https://t.co/FUnv5Z4p9u,1
Tue Apr 17 13:04:54 +0000 2018,986229011851497478,Supreme Court hearing case about online sales tax collection. https://t.co/Thix54HV0D,1
Tue Apr 17 12:00:01 +0000 2018,986212682222227458,"The next time a woman makes a request and someone whispers, “Shh, don't make trouble,” TV writer Nell Scovell hopes… https://t.co/ntkomVHsky",1
Tue Apr 17 11:00:00 +0000 2018,986197580945215488,The Pulitzer Prize in music has gone almost always to someone in the world of contemporary classical music. Kendric… https://t.co/2vU6fQ37nL,1
Tue Apr 17 10:00:01 +0000 2018,986182484063744000,"After two young black men were arrested at a Philadelphia Starbucks, City Councilmember Kenyatta Johnson says his c… https://t.co/0cgXwFtM1L",1
Tue Apr 17 09:08:25 +0000 2018,986169499387940864,"FBI support is eroding, but most Americans still back bureau, according to new @PBS NewsHour/@NPR/@Marist poll https://t.co/zD2oj9oonv",1
Tue Apr 17 04:00:00 +0000 2018,986091884111114241,The music of the desert helps the Tuareg people endure. https://t.co/JbpOZtvAt9,1
Tue Apr 17 03:00:01 +0000 2018,986076787070267393,"After U.S. airstrikes in Syria, a debate heats up in Congress over the power to authorize military action. https://t.co/BKz25G6p5u",1
Tue Apr 17 02:30:00 +0000 2018,986069234047488001,"What stands out from James Comey’s book and media appearances? “It’s like we cannot let the 2016 election go,” say… https://t.co/TD8un8aslZ",1
Tue Apr 17 02:00:00 +0000 2018,986061684421939201,"James Comey “isn't an ordinary witness, and I'm sure the Mueller team already knows his story backwards and forward… https://t.co/YaFICJuawq",1
Tue Apr 17 01:00:01 +0000 2018,986046588458975235,"President Trump aimed barbs at former FBI Director James Comey, while the president's legal team joined in a federa… https://t.co/OUc7QeQiyG",1
Tue Apr 17 00:40:00 +0000 2018,986041552152612864,Desiree Linden becomes first American woman to win Boston Marathon in more than 30 years. https://t.co/l9J7vumwSl,1
Tue Apr 17 00:20:00 +0000 2018,986036518723743750,"2018 Pulitzer Prizes go to #metoo coverage, Kendrick Lamar (via @alisonthoet) https://t.co/NoqbDe3e34",1
Tue Apr 17 00:00:01 +0000 2018,986031489312788482,"As protests grow at Philadelphia store, Starbucks to add ‘unconscious bias’ training for employees. https://t.co/p94Fz96s4v",1
Mon Apr 16 23:40:00 +0000 2018,986026453224579072,White House says Russia sanctions still under consideration. https://t.co/h3O8kNJ68E,1
Mon Apr 16 23:20:00 +0000 2018,986021419564851200,New Jersey lawmakers advance bill that bans manufacture of untraceable guns. https://t.co/tOHqngnry4,1
Mon Apr 16 23:13:33 +0000 2018,986019797539307520,"This West African tribe has controlled trade routes in the Sahara for centuries, but has enjoyed little political p… https://t.co/xaFqXWrJgE",1
Mon Apr 16 23:03:58 +0000 2018,986017384694661120,"""The next time a woman makes a request and someone whispers 'shhh, don't make trouble,' I hope she tells them 'I'm… https://t.co/ajuwz9MJx6",1
Mon Apr 16 23:03:54 +0000 2018,986017367443505158,RT @sarajust: An organization that is truly making a difference @SeedsofPeace https://t.co/NYaUNSAUql,1
Mon Apr 16 23:02:11 +0000 2018,986016937753821184,"#KendrickLamar won a @pulitzerprizes for his rap album ""DAMN,"" something that's yet to happen in the award's histor… https://t.co/7oL25H1xwJ",1
Mon Apr 16 22:55:46 +0000 2018,986015321302564865,"""It feels like Law and Order: Presidential Unit....It is very much a dramatic scene"" says @TamaraKeithNPR on the ch… https://t.co/fYcqx527NK",1
Mon Apr 16 22:51:11 +0000 2018,986014167126568961,"Do you believe these men were the victims of racial bias?

""Yes,"" says Philadelphia Councilman @CouncilmanKJ about… https://t.co/kQo0RBkRBZ",1
Mon Apr 16 22:50:32 +0000 2018,986014006111383552,"""At the end of the day nobody should feel in the year 2018 any form of racial discrimination....This is totally una… https://t.co/FWaYHL5xzh",1
Mon Apr 16 22:36:12 +0000 2018,986010398720638987,"""It is not clear to me that President Trump has a plan for our path forward in Syria,"" says Sen. @ChrisCoons on Tru… https://t.co/MDyXhhNQHZ",1
Mon Apr 16 22:23:26 +0000 2018,986007184092708864,"""In 25 years I have never...known Jim to tell anything but the truth. He's a truth-teller and that's what I see in… https://t.co/gdzWEe4FC8",1
Mon Apr 16 22:20:09 +0000 2018,986006359907844096,"Chuck Rosenberg, former US attorney and senior FBI official who served under James @Comey, provides insight into th… https://t.co/YLbQMiqIU2",1
Mon Apr 16 22:18:14 +0000 2018,986005874182316032,"WATCH: #periscope: A look at the aftermath of the airstrikes launched by the US, UK and France to punish the Assad … https://t.co/yNYhyUddma",1
Mon Apr 16 22:11:52 +0000 2018,986004271467446272,"In South Carolina, at least seven inmates died at a maximum security facility where gang members fought each other… https://t.co/QpiZFQtkOZ",1
Mon Apr 16 22:07:37 +0000 2018,986003202410721281,"RT @mtill50: Tonite @NewsHour - The aftermath of US/UK/FR #SyriaStrikes, &amp; questions of presidential power. @LisaDNews reports, then speaks…",1
Mon Apr 16 22:07:12 +0000 2018,986003097741766657,"Tonight on #PBSNEWS, @Yamiche looks into what more we've learned about fired FBI Director James @Comey and Presiden… https://t.co/pER42Zql3s",1
Mon Apr 16 22:00:01 +0000 2018,986001290391011328,"In a Florida prison, a poet grapples with power and oppression (via @cesegal)  https://t.co/0aQvUpd70b",1
Mon Apr 16 21:40:00 +0000 2018,985996253535330305,"Interior Department officials approved Zinke’s $12,000 charter flight without full information, report says. https://t.co/nnRHA2iMMF",1
Mon Apr 16 21:20:00 +0000 2018,985991221578485760,This high school finds success combining college-ready classes with career training. (via @hechingerreport) https://t.co/yt10QL2K6c,1
Mon Apr 16 21:00:01 +0000 2018,985986190930268160,Seeds of Peace empowers its young leaders to confront conflict around the world. https://t.co/Ncev8weCjc,1
Mon Apr 16 20:40:00 +0000 2018,985981154036736000,Opinion: It’s still not easy to say #MeToo in Hollywood. Here’s why we must. https://t.co/tyxlmBPyO9,1
Mon Apr 16 20:20:00 +0000 2018,985976120733519873,"2018 Pulitzer Prizes go to #metoo coverage, Kendrick Lamar (via @alisonthoet)  https://t.co/4iJbBq2w65",1
Mon Apr 16 20:00:03 +0000 2018,985971101732884480,".@PulitzerPrizes awarded James Forman Jr.'s ""Locking Up Our Own: Crime and Punishment in Black America"" the prize f… https://t.co/qJQOA7Cc2J",1
Mon Apr 16 19:40:00 +0000 2018,985966054605078533,Analysis: The constitutional showdown over President Donald Trump’s travel ban (via @MarciaCoyle) https://t.co/aQdA0QCJ74,1
Mon Apr 16 19:20:00 +0000 2018,985961021209698304,James @Comey speculates Russians may have damaging info on Trump. https://t.co/BDhtd6rxf5,1
Mon Apr 16 18:40:00 +0000 2018,985950955907829761,UK sorry for ‘appalling’ treatment of Caribbean immigrants. https://t.co/G1AizxhIu6,1
Mon Apr 16 18:20:00 +0000 2018,985945923355381760,GAO says EPA violated spending law on Scott Pruitt’s privacy booth. https://t.co/zOfAfEpxfN,1
Mon Apr 16 18:20:00 +0000 2018,985945921660715008,"Female power, misogyny, the treatment of women, how you make meaning in the world ""are all issues that I’ve been th… https://t.co/1GKCXLDdb0",1
Mon Apr 16 18:00:02 +0000 2018,985940897907998727,Desiree Linden becomes first American woman to win Boston Marathon in more than 30 years. https://t.co/2MRDcXLH1I,1
Mon Apr 16 17:40:00 +0000 2018,985935855289118720,This Trump judicial nominee wouldn’t say if she agreed with Brown v. Board of Education. Learn more from… https://t.co/wLObenoIMm,1
Mon Apr 16 17:20:00 +0000 2018,985930822300520448,Lawyers for Michael Cohen say raids ‘took everything’. https://t.co/Yak7YB4DBd,1
Mon Apr 16 17:00:00 +0000 2018,985925789991538689,"Thus far, President Trump and his top advisers have sent mixed messages about what Friday’s U.S., British and Frenc… https://t.co/SaS1qmAZoM",1
Mon Apr 16 16:45:19 +0000 2018,985922095455457281,WATCH: #periscope: President Trump holds roundtable on tax cuts in Florida https://t.co/YHbIkn9DvI,1
Mon Apr 16 16:40:00 +0000 2018,985920756172210177,WATCH LIVE: Trump holds tax event in Florida. https://t.co/KzcGLuYrpd,1
Mon Apr 16 16:20:00 +0000 2018,985915723691081732,"Barbara Bush is ‘a fighter,’ in good spirits, granddaughter says. https://t.co/i1Ffq5dduX",1
Mon Apr 16 16:00:05 +0000 2018,985910710034190336,Lawyers for Michael Cohen say raids ‘took everything’. https://t.co/RyJTtCijw9,1
Mon Apr 16 15:40:00 +0000 2018,985905656174489600,Scathing James @Comey interview provokes Trump. https://t.co/ExfriKkTU0,1
Mon Apr 16 15:20:00 +0000 2018,985900623492038656,#Starbucks CEO hopes to meet with black men arrested in Philly shop. https://t.co/FFS1OyOkGQ,1
Mon Apr 16 15:00:04 +0000 2018,985895606269894657,"7 inmates dead, 17 injured in South Carolina prison fighting. https://t.co/OVNXoJo9yF",1
Mon Apr 16 14:40:00 +0000 2018,985890556931985408,Ad world’s most powerful leader Martin Sorrell quits.  https://t.co/CgF8Z3OQtC,1
Mon Apr 16 14:20:00 +0000 2018,985885523620184065,Can you really delete Facebook data? https://t.co/f6rtr9aa6T,1
Mon Apr 16 14:00:03 +0000 2018,985880504678301696,Russia says UN delaying fact-finding mission visit in Syria. https://t.co/7Y5NHa8FfW,1
Mon Apr 16 13:40:00 +0000 2018,985875457752039425,James @Comey speculates Russians may have damaging info on Trump. https://t.co/lJMXR5CQ4H,1
Mon Apr 16 13:20:00 +0000 2018,985870425002528775,Seeds of Peace empowers its young leaders to confront conflict around the world. https://t.co/as4Embo2hZ,1
Mon Apr 16 01:30:00 +0000 2018,985691747169783808,"Thus far, President Trump and his top advisers have sent mixed messages about what Friday’s U.S., British and Frenc… https://t.co/rFzYBIohLO",1
Mon Apr 16 00:45:00 +0000 2018,985680423572377602,"When a President Trump uses force, the initial reaction, almost always, is favorable. But what happens later, is wh… https://t.co/vP4ciotE8h",1
Mon Apr 16 00:00:00 +0000 2018,985669098490261505,Christopher Burkett has been photographing the American landscape for over four decades in all 50 states. But now h… https://t.co/Z2GO1LTHw9,1
Sun Apr 15 23:15:00 +0000 2018,985657773017923584,When Facebook CEO Mark Zuckerberg testified before Congress this past week there were many unanswered questions inc… https://t.co/bL2i93FoKb,1
Sun Apr 15 22:30:00 +0000 2018,985646449378525185,Martin Sorrell resigned as head of WPP on Saturday amid allegations of personal misconduct. (@pavnimittal reports) https://t.co/CgF8Z3xf52,1
Sun Apr 15 21:30:00 +0000 2018,985631349947052032,A lengthy apology from Starbucks CEO Kevin Johnson on Saturday night to two black men who were arrested at a Philad… https://t.co/V6w4CvPr5y,1
Sun Apr 15 20:30:01 +0000 2018,985616252063371265,Facebook is facing a reckoning in the court of public opinion for how the social media giant and its partners handl… https://t.co/aYL6BRnZ9P,1
Sun Apr 15 19:30:00 +0000 2018,985601151331528707,Democratic Mayor Marty Walsh and Republican Gov. Charlie Baker laid wreaths at the spots along downtown Boston's Bo… https://t.co/c6ixtrWHZs,1
Sun Apr 15 18:30:01 +0000 2018,985586053414342657,Protesters in Spain waved Catalan separatist flags on Sunday behind a huge banner that read “for rights and liberti… https://t.co/AaPvannHcd,1
Sun Apr 15 17:30:00 +0000 2018,985570952149946369,"President Trump fired off a series of tweets ahead of Comey’s interview with ABC, which was set to air in full Sund… https://t.co/cgO85SbB50",1
Sun Apr 15 17:00:00 +0000 2018,985563401723305985,"The redesigned https://t.co/H64jnT5hAz, produced in partnership with @upstatement, has been nominated for a… https://t.co/F9WsnjEn2Q",1
Sun Apr 15 16:15:00 +0000 2018,985552077500960768,@nytimes technology writer @bxchen joins @hari at 1 p.m. EST today on Facebook Live to talk about tracking personal… https://t.co/9FVBFcTG3i,1
Sun Apr 15 16:00:03 +0000 2018,985548312970313728,"Inclement weather is expected to persist through Sunday in Minnesota, Wisconsin and Michigan before moving into New… https://t.co/XqbxWmo9dm",1
Sun Apr 15 15:00:00 +0000 2018,985533202138877952,"Serious felony trials in Louisiana, including some murder cases, can be resolved when 10 out of 12 jurors agree on… https://t.co/leqX9blyuV",1
Sun Apr 15 14:00:00 +0000 2018,985518103143514115,"“The Female Persuasion,” explores issues around power, sexual assault, feminism and how women relate to each other. https://t.co/Qz8WpzaPcv",1
Sun Apr 15 01:00:02 +0000 2018,985321818448957441,A surge of activism among Kentucky teachers is casting doubts on whether Republicans can keep control of the state… https://t.co/K0SvUyWngl,1
Sun Apr 15 00:00:00 +0000 2018,985306711157366784,"With support from Russia, Iran and Hezbollah, the Assad regime has managed to consolidate power in most parts of Sy… https://t.co/BvAYTzCpKd",1
Sat Apr 14 23:00:00 +0000 2018,985291612291874816,"There's reason to think the U.S. and Russia ""are actually trying to tamp down the situation [in Syria] and make sur… https://t.co/dBvDPt9KE0",1
Sat Apr 14 22:00:01 +0000 2018,985276513921662977,"The strike on Syria ""won't really change Assad's ability to kill his own people and attack them with the convention… https://t.co/9s7box9hk4",1
Sat Apr 14 21:00:01 +0000 2018,985261416990035970,"The strike on Syria is meant ""to impress on the Assad regime that ... if you use chemical weapons you can expect th… https://t.co/wYeCMBHl67",1
Sat Apr 14 20:09:25 +0000 2018,985248682349129729,"Leaders of the UK and France, which both took part in strikes on Syria, are turning their attention to the battle f… https://t.co/BRuBZxk02X",1
Sat Apr 14 19:00:00 +0000 2018,985231212657684481,"The U.S., British and French precision attacks singled out Assad’s alleged chemical weapons capabilities. https://t.co/FHsUHVywSK",1
Sat Apr 14 18:00:02 +0000 2018,985216123678281728,"Ambassador Nikki Haley said that President Donald Trump told her if the Syrian regime uses poisonous gas again, “th… https://t.co/q0vQGORmLH",1
Sat Apr 14 17:00:01 +0000 2018,985201019209506817,Affluent Americans tend to overestimate their knowledge about health and nutrition. https://t.co/mrvQh9xQVv (via @ConversationUS),1
Sat Apr 14 16:00:04 +0000 2018,985185930498723840,"Milos Forman, director of award-winning films “One Flew Over the Cuckoo’s Nest” and “Amadeus,” has died at 86. https://t.co/1GKcZL6WGD",1
Sat Apr 14 15:15:00 +0000 2018,985174589507436545,"President Donald Trump tweeted that the strike on Syria ""could not have had a better result."" https://t.co/8d3X4S52AM",1
Sat Apr 14 14:35:08 +0000 2018,985164555860013056,"RT @NewsHourExtra: ""It's hard to teach children about acting responsible &amp; respectful when those in the limelight aren't""-@jnissenbauer13…",1
Sat Apr 14 14:25:23 +0000 2018,985162105199439874,Hundreds of Syrians gathered at landmark squares in the Syrian capital in scenes of defiance that followed unpreced… https://t.co/knEuNuj7If,1
Sat Apr 14 12:00:02 +0000 2018,985125524367273984,"“Most people don’t look much,” says 80-year-old artist David Hockney. “I’ve spent my life looking at things.” https://t.co/N91qes0VQx",1
Sat Apr 14 11:00:01 +0000 2018,985110419789500416,His first book was all about the Russians succeeding in turning an election. His goal was to capture some of the de… https://t.co/YhGJfRh9wt,1
Sat Apr 14 04:00:00 +0000 2018,985004720124129282,"Explosions lit up the skies over Damascus, the Syrian capital, as President Trump spoke from the White House. https://t.co/Nvx7ZvOL4q",1
Sat Apr 14 03:45:00 +0000 2018,985000944889774080,Defense Secretary Mattis says the U.S. is “very much aware of one of the chemical agents used.” And he says there m… https://t.co/uiQrslHOjH,1
Sat Apr 14 03:30:00 +0000 2018,984997170590842880,WATCH: President Donald Trump announces airstrikes on Syria in response to suspected chemical weapons attack https://t.co/Nvx7ZvOL4q,1
Sat Apr 14 03:15:00 +0000 2018,984993396342181894,Blasts from airstrikes turn Damascus sky orange https://t.co/MfMck8srHN,1
Sat Apr 14 03:00:00 +0000 2018,984989620482883585,"We have seen it in Oklahoma, Kentucky, West Virginia and Arizona. What’s driving this burgeoning movement? https://t.co/dE6ciKSVRw",1
Sat Apr 14 02:56:59 +0000 2018,984988861305622528,"Defense Secretary Mattis says strikes against Syria are a ""one-time shot"" https://t.co/1W6xNFyDFu",1
Sat Apr 14 02:51:22 +0000 2018,984987447426801665,"RT @MikeRiosNews: #Russia responds to #SyriaStrikes: The US has no moral right to blame other countries
#Syria https://t.co/ibquzmTZKH",1
Sat Apr 14 02:50:22 +0000 2018,984987194514436097,"Russian Ambassador to the U.S. Anatoly Antonov in a statement on social media: ""We are being threatened. We warned… https://t.co/O1aFKdnvgV",1
Sat Apr 14 02:40:00 +0000 2018,984984587087548416,"Syrian television reported that Syria’s air defenses, which are substantial, have responded to the attack. https://t.co/N0EhY3YAsZ",1
Sat Apr 14 02:30:13 +0000 2018,984982124364292098,Witnesses reported seeing blasts surrounding much of the Syrian capital and a huge fire could be seen from a distan… https://t.co/Bagcftr2aS,1
Sat Apr 14 02:29:12 +0000 2018,984981868155146240,RT @MikeRiosNews: US Gen. Dunford: Not aware of any Russian activity in response to #SyriaStrikes,1
Sat Apr 14 02:29:05 +0000 2018,984981838438559744,RT @JudyWoodruff: “We used double the weapons (on chemical sites) as in last strike on Syria” and “we expect extensive disinformation by Sy…,1
Sat Apr 14 02:20:23 +0000 2018,984979651800989699,"RT @mattloff: The Chairman of the House Foreign Affairs Committee @RepEdRoyce calls the strikes in Syria ""justified"" and announces hearings…",1
Sat Apr 14 02:18:45 +0000 2018,984979241270939648,"“America does not seek an indefinite presence in Syria under no circumstances,” President Trump said in his address… https://t.co/eKZG1amHV9",1
Sat Apr 14 02:17:20 +0000 2018,984978885187129349,French President Emmanuel Macron says his nation's “red line has been crossed” after a suspected chemical attack la… https://t.co/HjZ4romiiV,1
Sat Apr 14 02:16:43 +0000 2018,984978727770755072,"RT @mattloff: The man hoping to be the next speaker of the House says chemical weapons attacks in Syria ""will not be tolerated."" https://t.…",1
Sat Apr 14 02:16:39 +0000 2018,984978710544732161,RT @mattloff: Democratic Leader Nancy Pelosi says @realDonaldTrump must ask for a new authorization for the use of military force for actio…,1
Sat Apr 14 02:16:26 +0000 2018,984978658124337152,"RT @mattloff: How do tonight's actions compare to last year? Gen. Dunford of the Joint Chiefs says: 2017: ""unilateral strike on a single si…",1
Sat Apr 14 02:15:11 +0000 2018,984978342070964224,RT @MikeRiosNews: US Gen. Dunford: There were manned aircraft involved in the #SyriaStrikes,1
Sat Apr 14 02:12:59 +0000 2018,984977787399401472,RT @JudyWoodruff: “We used normal deconfliction channels with Russians” this week in preparation for tonight’s strikes in #Syria - @thejoin…,1
Sat Apr 14 02:12:48 +0000 2018,984977742486786048,"RT @mattloff: ""This wave of airstrikes is over,"" Gen Dunford says of attack in Syria.",1
Sat Apr 14 02:12:00 +0000 2018,984977539855781889,"RT @mattloff: ""I am confident the Syrian regime conducted chemical attacks,"" SecDef Mattis says of decision behind the attacks in Syria ton…",1
Sat Apr 14 02:11:54 +0000 2018,984977515650453504,"RT @MikeRiosNews: US Gen Dunford: We did not coordinate with or notify #Russia
 
#SyriaStrikes",1
Sat Apr 14 02:07:54 +0000 2018,984976508551917568,"RT @mattloff: ""This is a one time shot... it sent a very strong message,"" SecDef Mattis says of strikes in Syria tonight.",1
Sat Apr 14 02:06:25 +0000 2018,984976134793318400,"RT @MikeRiosNews: US Gen. Dunford: Targets were science research center, chemical weapons storage facility, command post. 
#SyriaStrikes",1
Sat Apr 14 02:04:28 +0000 2018,984975647218061312,"RT @mattloff: SecDef Mattis says the strikes in Syria represent ""international resolve to prevent chemical weapons from being used on anyon…",1
Sat Apr 14 02:04:23 +0000 2018,984975623721488384,"RT @mattloff: Secy of Defense Jim Mattis says the U.S. ""took decisive active to strike the Syrian chemical weapons infrastructure."" @NewsHo…",1
Sat Apr 14 02:00:00 +0000 2018,984974523337359360,Is the Scooter Libby pardon a message to former Trump aides and others caught up in the Russia investigation? https://t.co/bazxKeXIDY,1
Sat Apr 14 01:58:32 +0000 2018,984974153026588672,"Tonight's operation by the U.S., UK and France comes one year after an American missile strike that President Trump… https://t.co/WoC1nNtOGe",1
Sat Apr 14 01:56:19 +0000 2018,984973596362756096,RT @mattloff: Full transcript of @realDonaldTrump's statement announcing strikes in Syria. https://t.co/xoO7xaUguY,1
Sat Apr 14 01:55:56 +0000 2018,984973499738607616,"More from Theresa May: ""We cannot allow the use of chemical weapons to become normalized – within Syria, on the str… https://t.co/h1LRJu3x1u",1
Sat Apr 14 01:52:47 +0000 2018,984972704162959360,"British PM Theresa May: ""This is not about intervening in a civil war. It is not about regime change. It is about a… https://t.co/nHFHSB2Sp6",1
Sat Apr 14 01:42:58 +0000 2018,984970236419067904,WATCH: President Donald Trump announces airstrikes on Syria in response to suspected chemical weapons attack https://t.co/9iaNfYcrZU,1
Sat Apr 14 01:35:41 +0000 2018,984968400953802752,"President Trump tonight: ""We are prepared to sustain this response until the Syrian regime stops its use of prohibi… https://t.co/uGI8je8iiH",1
Sat Apr 14 01:26:57 +0000 2018,984966203578945542,"NEWS ALERT from @AP: Loud explosions light up skies over Syrian capital, heavy smoke as President Trump announces airstrikes.",1
